"","B cells naive","B cells memory","Plasma cells","T cells CD8","T cells CD4 naive","T cells CD4 memory resting","T cells CD4 memory activated","T cells follicular helper","T cells regulatory (Tregs)","T cells gamma delta","NK cells resting","NK cells activated","Monocytes","Macrophages M0","Macrophages M1","Macrophages M2","Dendritic cells resting","Dendritic cells activated","Mast cells resting","Mast cells activated","Eosinophils","Neutrophils","P-value","Correlation","RMSE"
"TCGA-D3-A5GU-06A-11R-A27Q-07",0,0.0140926166241146,0.0308353454660533,0.0399254487348234,0,0,0,0.113233050332994,0.0622907383993265,0.0311688035878918,0,0.0324781155353465,0,0.0338878847072081,0.100083265605068,0.292933775216349,0.0158278044866894,0,0.203179723702422,0,0.0300634276017134,0,0.2,0.0736603787331475,1.05025660212065
"TCGA-EE-A29E-06A-11R-A18T-07",0,0.0046827034807413,0.0326584336223159,0,0,0.0191518402157359,0,0.0284283048804959,0.00495779117863416,0,0.1935104310129,0,0,0.0696418254092417,0.0350183393659293,0.305464691634453,0,0,0,0.0947779035292587,0.0542801810194039,0.157427554650891,0.83,-0.0192966993877927,1.11352410488636
"TCGA-EE-A2MJ-06A-11R-A18S-07",0.15278662551318,0,0.0273429740059459,0.185144974278444,0,0.0743546195391031,0.0257028762204915,0.0662967125273969,0.0428943497492024,0,0.0625636132848727,0.00581192996839342,0.0446864924021943,0.0690380536989955,0.12762639811854,0.068968617423829,0.0257894082035375,0,0.0209923550658732,0,0,0,0.01,0.30820587697081,0.961648219591634
"TCGA-D3-A51E-06A-11R-A266-07",0,0.0011886599904219,0.135066517662855,0.277516442843203,0,0,0.00984761507816701,0.0929580182810068,0.0514491280104133,0,0.0706089204604626,0,0.0472336954333528,0.111765906106903,0.109782223253867,0.0758983421185847,0,0,0,0,0.0166845307607639,0,0.04,0.210710067922434,1.01012240302086
"TCGA-GN-A4U3-06A-11R-A32P-07",0.0803894767089263,0,0.269644781874423,0.0791837051863567,0,0.0539865107605076,0,0,0.0356072219388266,0,0.0636340859961899,0,0.0250477501751539,0.0848404114082236,0,0.303061826584281,0,0,0,0.0046042293671108,0,0,0.08,0.160061566475803,1.04615721775045
"TCGA-FW-A5DY-06A-11R-A311-07",0.299343487903639,0.105145132387151,0.0556114459831228,0.0696362735830471,0.107181056111788,0.10359191665912,0.0229090181996625,0,0,0,0.0761266378180468,0,0.015637848299538,0.0284946600681182,0.0399550366610423,0.0763674863257233,0,0,0,0,0,0,0,0.566502249378521,0.823159210652956
"TCGA-D3-A3MO-06A-11R-A21D-07",0,0,0,0,0,0.0768073399544304,0,0.0299475103789352,0.0292962802349489,0,0.0605482656120541,0,0,0.803400603819631,0,0,0,0,0,0,0,0,0,0.56964909593384,0.848696356552967
"TCGA-LH-A9QB-06A-11R-A38C-07",0.0275690733813479,0,0.0562253946582196,0,0,0.196268660660582,0,0.0235374156555104,0.0220506163646198,0,0.244698170834226,0,0.0163282276620985,0.00704117363356703,0.0157552527184065,0.323266061351585,0,0,0.0672599530798372,0,0,0,0.84,-0.0198738408401221,1.10154489266203
"TCGA-EE-A3AH-06A-11R-A18S-07",0,0,0.053473129125342,0,0,0.336407539964932,0,0.0514955956488482,0.0176036439307346,0,0.106179512924113,0,0.0560589599164543,0.279433373433338,0.00585493795513162,0.0792819363805913,0.0142113707205157,0,0,0,0,0,0.69,-0.00586339166550895,1.10922706427891
"TCGA-FS-A1ZC-06A-11R-A18T-07",0,0.0223464780664315,0,0,0,0.121692896412601,0,0,0.0237789178827943,0,0.0594364224070897,0,0,0.56887584582221,0,0.146789507620666,0,0,0,0.0570799317882078,0,0,0,0.412255069401915,0.940096142483624
"TCGA-GN-A4U9-06A-11R-A32P-07",0.0668410327477884,0,0.0133604870629902,0.0137619382464687,0,0.322334517600979,0.0103135315525967,0.00830573803176862,0.0112994634629883,0,0.0380448151375489,0,0.124026855957119,0.104542063246981,0.0455513405340902,0.241618216418682,0,0,0,0,0,0,0.54,0.0153895407359336,1.07976290076382
"TCGA-GN-A262-06A-11R-A18T-07",0,0,0.0469987925300099,0,0.0473243377855889,0.201752591192521,0,0.158872852755213,0,0,0.0185074988170653,0,0,0.244062983877717,0.0236536404092173,0.253978778159238,0,0,0,0.00484852447343041,0,0,0.14,0.110896555443049,1.06089766080178
"TCGA-FS-A1ZS-06A-12R-A18T-07",0.0148089032492938,0,0,0,0,0.0773578706988897,0.00895518397359114,0.00291154920637413,0.00338109119675043,0,0.0533665184213552,0,0,0.405463986556445,0.00757676591026727,0.410080631925459,0,0,0.0028910242530282,0,0.0066508229560999,0.0065556516524469,0,0.36369929570372,0.966613724499461
"TCGA-ER-A3EV-06A-11R-A20F-07",0.0837948734275384,0,0.28245144711813,0.235190465468577,0,0,0,0.0939520758594734,0.00677266806878585,0,0.042890349867141,0.0153145925947367,0.0162385816581992,0.0692840539005718,0.0185976616476671,0.0954166086842539,0.0262659510126072,0,0,0.0138306706923179,0,0,0,0.43422577195101,0.905104410678356
"TCGA-FS-A1ZT-06A-11R-A18U-07",0.00514230351086525,0,0.215136269373138,0.07934536882205,0.0509989173420247,0.137410351014389,0.0538667642956387,0,0.065671513935083,0,0.0767300650125205,0,0,0.134650253246556,0.0797604929065913,0.0172806846955067,0.0397739041171606,0,0,0,0.0442331117284759,0,0,0.334879188671824,0.948848033973404
"TCGA-D3-A2JG-06A-11R-A18T-07",0,0,0.223693471065493,0.182688984292108,0,0.0719478497686211,0,0.0603448717602311,0.0219104850980649,0,0,0,0,0.12355607340589,0.0377211449081534,0.22135154109757,0.00752677823233436,0,0.0214607360125884,0,0.0277980643589452,0,0.01,0.303356222376375,0.963887271943983
"TCGA-HR-A2OG-06A-21R-A18U-07",0.0104321228176728,0,0.360531089393386,0.0199415786725906,0,0.071819832648311,0.00522191317118029,0,0.0300535730533217,0,0.0247548934926626,0,0.0330244042039662,0.294840027280709,0.0191792256069372,0.122548950077331,0,0,0.00765238958193176,0,0,0,0,0.515919707388963,0.858798444566079
"TCGA-FS-A4F4-06A-12R-A266-07",0.00131269336261555,0.00720402668515741,0,0.0884044642189732,0,0,0,0.0456421384740144,0.129677650506795,0,0.053295943361054,0,0,0.538228996511725,0.0121938071262454,0.123813397247972,0,0,0.000226882505447473,0,0,0,0.01,0.27749909216551,1.01595847589091
"TCGA-ER-A198-06A-11R-A18T-07",0.0446967761273872,0,0.0150075553853107,0.0957998027677385,0,0.091988167236486,0.0238459448614914,0.0612023268111999,0.0225280565104894,0,0.0925222988134822,0,0.0943252883623745,0.11551046168925,0.0760473343019847,0.242592276592193,0.0115063240427055,0,0.0124273864979066,0,0,0,0.55,0.0117564355368853,1.07792952293269
"TCGA-DA-A1I0-06A-11R-A20F-07",0.080473378905823,0.0456568906524258,0.00464801522343438,0.11796161928984,0,0.0496555161288123,0,0,0.168815036640375,0,0.145616177304095,0,0,0.150352205638242,0.0465305977868368,0.146962688674328,0.023419303288414,0,0.0133247181429804,0,0,0.00658385232439276,0.11,0.129421688599595,1.04088435797038
"TCGA-FS-A1Z0-06A-11R-A18T-07",0.0427346615272706,0,0.0301407207957921,0.159915406466863,0,0.134927439765896,0.00765885413736504,0.040050731375306,0.0317028774199749,0,0.1066816341002,0,0.0301327568202075,0.0785444902951631,0.101779606476835,0.226659023144101,0.00907179767502637,0,0,0,0,0,0.0600000000000001,0.181873436492927,1.01750367056445
"TCGA-FS-A1ZH-06A-11R-A18T-07",0.114137069798301,0,0.0925790087759683,0.115373332901547,0,0.125030862566771,0.0239571309234694,0.00157421299455945,0.0426512246405844,0,0.0756778742818005,0,0.0239774712979245,0.0763412011696127,0.0470147385837533,0.25735914685644,0,0,0,0.00420009132148455,0,0.000126633887783282,0,0.326836428714502,0.949021518415363
"TCGA-GN-A4U8-06A-11R-A32P-07",0.078271324129086,0,0.031343616518345,0.119704843802914,0,0.133311600830428,0.0433719946148363,0.0053765888938631,0.0753653569065135,0,0.0502261230342679,0,0.0785110670772797,0.110301147186541,0.13422140268964,0.0721867969875879,0.0249380591881934,0,0.0428700781405042,0,0,0,0.07,0.164796938709386,1.0186692763
"TCGA-EB-A5SH-06A-11R-A311-07",0.237737244955685,0,0.051960239035436,0.157633141050637,0,0.148022781941151,0,0.0202712273238336,0.118464521842013,0,0.0565421503550877,0.0308086481663323,0.0324709031119876,0.0474134229813533,0.0212478081513454,0.0774279110851379,0,0,0,0,0,0,0.28,0.0528892825701772,1.09818495129911
"TCGA-D3-A1Q8-06A-11R-A18T-07",0.0740048087536288,0,0.088391671566149,0,0,0.25039739711623,0,0,0.0120789341562536,0,0.044935630374048,0.0422801777204237,0.0720997629025637,0,0.0193709327233936,0.242673914856631,0.0263666520887672,0,0.127400117741911,0,0,0,0.01,0.275308827984812,0.966617618640812
"TCGA-GN-A268-06A-11R-A18T-07",0.050925715211938,0,0.0939421508648512,0,0,0.111480157907614,0,0.063462092269567,0,0,0.085929401430593,0,0,0.0860431816791626,0,0.418688705355516,0.00627646647253303,0,0,0,0.0832521288082247,0,0.9,-0.0260876224561115,1.10219414273554
"TCGA-D3-A5GS-06A-11R-A27Q-07",0,0,0.0136662730773578,0.168465776163755,0,0,0.0345474005772,0.0840181774028029,0.0558735338509449,0,0,0.013749762161363,0.0174254177992176,0.196126518368213,0.139871257293479,0.0901531985007216,0.0120301650522152,0,0.146233231300554,0,0.0278392884521761,0,0.22,0.0679003226921163,1.06346371034115
"TCGA-ER-A19T-06A-11R-A18U-07",0,0,0,0.0935714279787319,0,0.0937463855632433,0.00167039443285006,0.0101718263428348,0.0921961998652088,0,0.068205964384798,0,0.0365023312474586,0,0.0141109628150005,0.436955838710823,0,0,0.152868668659051,0,0,0,0.84,-0.0201475151911874,1.09668391595721
"TCGA-EE-A2MN-06A-11R-A18S-07",0.0668220446427139,0,0.0637326026271557,0.255588910992836,0,0.158154611197131,0.0151469967394592,0.0250086529057232,0.0812733081789075,0,0.0621218399998255,0,0.0334920592149467,0,0.0614077666919806,0.163825644079009,0.00593712922193693,0,0,0,0,0.00748843350837546,0.05,0.197637337629128,1.01965145240323
"TCGA-EE-A29M-06A-11R-A18T-07",0.0803627814657279,0.0147689673199864,0.0371412006122037,0.0888188541525214,0.0438505349683805,0.0692394467777704,0.0330311380199199,0,0.00240826348441497,0,0.149300023782219,0,0,0.181893432139626,0.115643490466605,0.032516202322765,0.0220801743877623,0,0.0863855655038388,0,0.0425599245962591,0,0.12,0.12024413512077,1.03808636000176
"TCGA-EE-A2ML-06A-11R-A18S-07",0.0480088871650904,0,0.0117702313248483,0.108507021346767,0.0752919476744239,0,0.0500807200344161,0.0248669991805322,0.117579489240098,0,0.108154365103559,0,0.0550820679548296,0.0720887474176307,0.136086597973746,0.0310450879686542,0.0302268221393642,0,0.13121101547604,0,0,0,0.54,0.0139586606550841,1.08276447399109
"TCGA-GN-A8LK-06A-11R-A37K-07",0.0783988472587027,0,0,0.2196585016871,0,0.0683170383865262,0,0.00876169315649808,0.0988437624556146,0,0.169308784980847,0,0,0.112190580185001,0,0,0,0,0,0.0468387694621018,0.197682022427608,0,0.96,-0.036173859993424,1.12849090192839
"TCGA-D3-A3MV-06A-11R-A21D-07",0.0793115339294036,0,0,0,0,0.215534135132971,0,0,0.0442936470296367,0,0.0936854164008686,0,0.0462493519443869,0.421307763283342,0,0.0888185934762827,0,0,0,0.0107995588031084,0,0,0.52,0.0199317355882578,1.11788544734875
"TCGA-EE-A20H-06A-11R-A18S-07",0,0,0,0.0496213035345421,0,0.193602466366175,0,0.0117294625482507,0.0665119607421253,0,0.0139277413205002,0,0,0.375940339571899,0.082128252704865,0.206538473211643,0,0,0,0,0,0,0.27,0.0554577594151596,1.10906765533123
"TCGA-BF-AAP0-06A-11R-A39D-07",0.0977974289425153,0,0.0490715114345345,0.271599160842657,0,0,0.0136959357397393,0.0669745102256389,0.0874056546234041,0,0.00331847101181586,0.0460162255261877,0.00284578620990497,0.0650803689496283,0.131967833593472,0.0694104511629221,0.0382630811857223,0,0.0556357498737392,0,0.000917830678117694,0,0.02,0.253205923670552,0.990181687182945
"TCGA-W3-AA1O-06A-11R-A38C-07",0,0.0328728469187556,0.00454605245673636,0,0,0.165886687635718,0.0399459820656053,0,0.0645584847764102,0,0.142667660355198,0,0,0.416005323603249,0,0.108352527104555,0,0,0,0.0251644350837732,0,0,0.31,0.0470878282896167,1.10904060705321
"TCGA-FS-A1Z7-06A-11R-A18T-07",0,0.00938831701679321,0.00396223103105671,0,0,0.0527475754899669,0,0.00937317409108216,0.0441921128735733,0.00829841373071462,0.0972544584470595,0,0,0.65301417391184,0,0.116470616999386,0,0,0,0.00529892640852823,0,0,0,0.429565409854747,0.940746204033977
"TCGA-ER-A19C-06A-11R-A18S-07",0,0,0,0,0,0.232144257933192,0,0,0.0864007385294355,0,0.171504597991604,0,0,0.480714416384214,0,0,0,0,0,0.0292359891615541,0,0,0.22,0.0656989709384397,1.12014729911592
"TCGA-Z2-AA3S-06A-11R-A39D-07",0,0.0592154479772111,0.0336423673866229,0.232529798504708,0,0.0494948265188649,0.00499816129201426,0.0165439293385971,0.0345570446051798,0,0.159099298711006,0,0,0.0281557757324226,0.0103196503174473,0.185864042203163,0.0336152051685705,0,0.138156888590333,0,0.0138075636538586,0,0.8,-0.0164004630018246,1.09668728275494
"TCGA-EE-A2A6-06A-11R-A18T-07",0.0444616392807748,0.00216169314317248,0.0616000022197858,0.279233492488232,0,0,0.0344006056188115,0.066984755730632,0.105113024127835,0,0.0975862557788501,0.0072548333454014,0,0.0945317512049492,0.0786463113734561,0.0555565822846598,0.0491790388812888,0,0.00186490429011264,0,0.0214251102320386,0,0.0600000000000001,0.18451861785946,1.02445984737301
"TCGA-D9-A6E9-06A-12R-A311-07",0.0187845278973558,0,0.026311700989403,0.360671374328458,0,0,0.100973190484634,0.0474108563643927,0.0573236770657822,0,0.143851575616417,0,0.0405094409055895,0.095102731401914,0.0341728001226203,0.0669954647888797,0.00789266003455416,0,0,0,0,0,0.08,0.154969963367351,1.05261997686652
"TCGA-WE-A8K6-06A-11R-A37K-07",0,0.024436987802646,0.00565749633167761,0,0,0.195207204504379,0,0,0.073317363591014,0,0.101908281789706,0,0,0.461228879698239,0,0.133181902819152,0,0,0.00169468407787197,0.0033671993853144,0,0,0.23,0.0649408138480958,1.11407248620703
"TCGA-DA-A1I2-06A-21R-A18U-07",0.0538037508995716,0,0.0151631946152332,0.0226245153030719,0,0.284454582897652,0.0235497129343101,0.0609841174737913,0.0447967226296368,0,0.076121345154697,0,0.0294387240482953,0.0720230900230137,0.108015375372176,0.166561193317807,0,0,0.0424636753307448,0,0,0,0.15,0.105533787822791,1.04685371377899
"TCGA-D3-A8GP-06A-11R-A37K-07",0,0.0494393358869678,0.0171779481607179,0.162326987870046,0,0.120000434238717,0,0,0.104414335403225,0,0.236242147380128,0,0.0471449808838737,0.151132633679452,0,0.0141125966795864,0,0,0.0935605652163852,0,0.00444803460090182,0,0.93,-0.0316705706789,1.13235487523542
"TCGA-EE-A3AB-06A-11R-A18S-07",0.0112011367230608,0,0.022421079086755,0.0453486923232011,0,0.068137295726578,0.0291977584259249,0,0.0215783595903882,0,0.125091010993288,0,0.123428449221683,0.152389702218963,0.00082247319777341,0.355013151223763,0,0,0,0.0453708912686228,0,0,0.14,0.106946127251555,1.05557288397055
"TCGA-FS-A1ZK-06A-11R-A18T-07",0.00031425103073004,0,0,0,0,0.304215092610351,0.0013177510021825,0,0.0961665441255209,0,0.231783253013262,0,0,0.352349011868095,0,0.00484102247334208,0,0,0,0,0.00901307387651704,0,0.63,0.000202660072617843,1.14398082379667
"TCGA-EE-A2MF-06A-11R-A21D-07",0.0470473076098402,0,0.015544844031666,0.104552903243639,0,0.172528970842683,0,0.0275176147764719,0.0233429793928957,0,0.0356574858841823,0.00348476026392303,0.0557649329957974,0,0.0635030930734526,0.406765861326823,0,0,0.0442892465586252,0,0,0,0.5,0.0224024355083106,1.07701662758917
"TCGA-D3-A1Q5-06A-11R-A18T-07",0.0843491932064011,0,0.0915633967127332,0,0,0.0510951168570861,0,0,0.0936031457599499,0,0.237918112169019,0,0.00481613894559405,0.42812733669815,0.00852755965106688,0,0,0,0,0,0,0,0.17,0.0905986941534425,1.09084696897644
"TCGA-ER-A19D-06A-11R-A18S-07",0.0919694998764819,0,0.0360263509158351,0.0941237956034753,0,0.143493005363688,0,0.00451532814956831,0.0446799447229171,0,0.062645310243695,0,0.0378825018141666,0.152109977035276,0.0339834779361784,0.298570808338718,0,0,0,0,0,0,0.02,0.244802036686322,0.987280763347829
"TCGA-D3-A3C7-06A-11R-A18U-07",0.00845394847814013,0,0.0363399790665307,0.192404023744617,0,0.0285639185649873,0.00745506516030829,0.0103885673829878,0.0334809521433278,0,0.056454457272412,0,0.0262589724358274,0.36965437562146,0.0278636593905099,0.18151553171994,0,0,0,0.0211665490189521,0,0,0.12,0.123911521809463,1.06534083569885
"TCGA-FR-A3YO-06A-11R-A239-07",0,0.00359394594885498,0,0,0,0,0,0,0.0655090386790131,0,0.17418512936337,0,0,0.437050009536583,0,0.106781558672589,0,0.00514078929956361,0,0.207739528500026,0,0,0.55,0.0121762379566631,1.16449776659755
"TCGA-FS-A1ZF-06A-12R-A18S-07",0.0433462575312354,0,0,0,0.0221837852490886,0,0,0.00939776956671889,0.0847209856281851,0.0239588576874327,0.0579818614069054,0,0,0.524923381815072,0.0451081771789631,0.183206894604189,0,0,0,0,0.00517202933220989,0,0,0.361322414135782,0.965219266812467
"TCGA-D3-A3C8-06A-12R-A18S-07",0.0187963016251009,0,0.0180662938086837,0.343171561209401,0,0.0811185600073707,0.0908445330309346,0.0668020838085574,0.0780144040138119,0,0.0763673120194887,0,0.0240581567384403,0,0.0839097832330942,0.09068267327251,0.020820895757006,0,0.00734744147560012,0,0,0,0,0.338905107681909,0.959874149051221
"TCGA-D3-A3MU-06A-11R-A21D-07",0.0704060868183265,0,0.0695164608672337,0.08633430618165,0,0.12173672068038,0,0.0384680224810968,0.061997982777699,0,0.040396483585581,0,0.0307563599689956,0.348800704275875,0.0590409716768882,0.0713435512620303,0,0,0.00120234942424397,0,0,0,0,0.387295435090058,0.925273312243578
"TCGA-EE-A2MR-06A-11R-A18S-07",0.141675965339398,0.0407620651630831,0.00193923766741717,0.188777155519848,0,0.166255572048273,0.0166050912748233,0.0112861735607787,0.0106379514353444,0,0.0606512948085845,0,0.0175613161967032,0.10104555965933,0.0515383275143718,0.191264289812046,0,0,0,0,0,0,0,0.45417803876024,0.889818765401339
"TCGA-ER-A2ND-06A-11R-A18T-07",0,0.0587317676413409,0.0275208990004047,0,0,0,0,0.0551291976382719,0.0764003854446941,0.0305141964079621,0.112209036821082,0,0.00920021740743247,0.227435744432928,0.122376513354827,0.0800227754066753,0,0,0.16958108580536,0,0.0308781806390205,0,0.41,0.0340730528141376,1.07367149379467
"TCGA-ER-A2NG-06A-11R-A18T-07",0.00540114176301774,0,0.00841784662060018,0.33337422581541,0,0,0.102403918911391,0.0468048687754921,0.0432944529656072,0,0.0879602294740478,0.0168646467814274,0.048392693407965,0.101379851729174,0.0903990757519454,0.05075490536319,0.032231195586707,0,0.0231068931645281,0,0.00921405388949691,0,0.0600000000000001,0.191106600909408,1.02411870552315
"TCGA-ER-A3ES-06A-11R-A20F-07",0.0249613920483466,0,0.0725095391844315,0,0,0.408049738147231,0,0,0.00839079462212491,0,0,0.0930846552828415,0.0824147752469706,0,0,0.309563596978529,0,0,0,0.0010255084895249,0,0,0.99,-0.0668962873299644,1.12455178711321
"TCGA-EE-A180-06A-11R-A21D-07",0.0386669573036057,0,0.00492090264176977,0.197200988526829,0,0.150237641841236,0.0358427160254643,0.0585024186664063,0.0121542412475363,0,0.0482300488007437,0,0.0219630219276962,0.0809512941639059,0.0629250996451084,0.28408191365968,0,0,0.00432275555001812,0,0,0,0.99,-0.0561473676198023,1.11815387951659
"TCGA-FS-A1ZY-06A-11R-A18S-07",0,0,0,0.0596446321765146,0,0,0,0.230505731267681,0,0,0,0.0771959522243173,0.042278702743787,0.159411691871842,0,0.430963289715858,0,0,0,0,0,0,0.55,0.00914413122598017,1.1142422529272
"TCGA-EE-A2GO-06A-11R-A18S-07",0,0,0,0,0,0.208159683703165,0.0322407844518153,0,0.054173469674091,0,0.167160739553765,0,0,0.497601976950325,0,0,0,0,0,0.0406633456668392,0,0,0.47,0.0265405508713273,1.14125750824379
"TCGA-RP-A6K9-06A-41R-A352-07",0,0,0.00726822206037617,0.293127338883241,0,0.0661530099736583,0,0.0134691769821813,0.0340482452341811,0,0.00763714654132707,0.0268233819746477,0.0749104277671466,0,0.0421930095351603,0.343039875348962,0.00248311876688841,0,0.08884704693223,0,0,0,0.4,0.0343490830870114,1.07735928413087
"TCGA-D9-A148-06A-11R-A18S-07",0.0679976108773559,0,0.00991366217559142,0.144118445379873,0,0.0652292335401474,0,0.0782247540148931,0.0829743640236404,0,0.0559910981651799,0.0108098338804003,0,0.36777335104011,0.0710250532255458,0.0459425936772625,0,0,0,0,0,0,0.09,0.139309024571308,1.05435631773391
"TCGA-EE-A3AD-06A-11R-A18S-07",0.0443541333836683,0,0,0.0614265977350186,0,0.163460424501201,0,0.142836334161769,0,0,0.10591308371193,0,0,0.263334642237826,0,0.191760751769641,0,0,0,0.0269140324989463,0,0,0.96,-0.037532845942369,1.12597130986752
"TCGA-ER-A2NF-06A-11R-A18T-07",0,0,0.335680497515191,0.0608032528844006,0,0,0.0032709365518671,0.080767475236893,0.115323934727961,0,0.0336182209902606,0,0.0535617998779988,0.130456406649816,0.0214541847942471,0.0169822450032614,0.0139850649269489,0,0.134095980841154,0,0,0,0,0.55575385750417,0.831944089890761
"TCGA-FS-A1YW-06A-11R-A18T-07",0.145104836723572,0,0,0.00647020861708367,0.100605110540986,0.0928022226166138,0.0115635824561744,0,0.0514492437521731,0,0.103281100776447,0,0.0709116552357011,0.0249256706639598,0.0806891339448663,0.221543890905771,0.0444715746552373,0,0.046181769111414,0,0,0,0.82,-0.0174972908823095,1.08085643860517
"TCGA-FS-A1ZU-06A-12R-A18T-07",0,0,0.00352545022860109,0,0,0.157685854838394,0,0,0.00775398757043809,0,0.0615921955642722,0.00337740898838949,0.0366594076544101,0.248095904083783,0,0.425106833676616,0,0,0,0.0404099119179555,0.0157930454771414,0,0.11,0.131734608075644,1.06872612483419
"TCGA-GN-A4U4-06A-11R-A32P-07",0.293918640092907,0,0.00498133266285737,0.0743344273617217,0,0.237054404006363,0.0303454503411311,0.00581888432206726,0,0,0.110772518883538,0,0.034566660803739,0,0.0630091823186776,0.113843465946719,0.0184393740791031,0,0,0,0.012915659181176,0,0.58,0.00638254288954337,1.1080467778534
"TCGA-ER-A2NE-06A-21R-A18T-07",0,0,0.00647254979287025,0,0,0.403440636651183,0,0.164161894143853,0.00910608158276001,0,0.0744852590690379,0,0,0.106970274565845,0,0,0,0,0,0,0.23536330419445,0,0.59,0.00566075224173582,1.12304775943558
"TCGA-EE-A2MM-06A-11R-A18S-07",0.0908564795815958,0,0.0641629617361857,0.015204397877345,0,0.282786753051383,0.00652576469164275,0.0045438083515535,0.0235188764664084,0,0.0306311483126637,0,0.0342792978695983,0,0.0460670245825232,0.375856382458678,0,0.000295134846067622,0.0157836520858439,0,0,0.00948831808851025,0.07,0.162338737401949,1.01943445731727
"TCGA-XV-AB01-06A-12R-A40A-07",0.0977331192715106,0,0.144917916989545,0.245932230179352,0,0.0458693793251128,0,0,0.183467332481144,0,0.0166143175428675,0.0395391845563749,0.037175926752236,0,0.0417137487027331,0.128770889167447,0.0173037436699233,0,0,0,0,0.000962211361752706,0,0.325066056336381,0.959969210289736
"TCGA-D3-A8GB-06A-11R-A37K-07",0.119740986454512,0,0.0509291273286564,0.282528950969456,0,0.0464464522715148,0,0.0311255992305307,0.122299359519981,0,0.0714177675978321,0.0133880576202675,0.0190964398315723,0.0100662475720184,0.1131262236765,0.106929809869273,0,0,0.0129049780578869,0,0,0,0.03,0.238394044268353,1.00646582434544
"TCGA-D3-A5GO-06A-12R-A27Q-07",0.0120410541577507,0,0.00483986744787243,0.145608085894704,0,0.0478961114936651,0.0234666873924637,0.0523651050938554,0.053704811746815,0,0.0562459820672688,0,0,0.394737788527316,0.0531861137613604,0.132941333224343,0,0,0,0.0229670591925855,0,0,0.16,0.0967575075540647,1.08180283557474
"TCGA-ER-A19L-06A-12R-A18S-07",0.116560904126747,0,0.00857498981359647,0.0200185728259874,0,0.226226069515621,0,0,0.0612618243655478,0,0.0271390476782834,0.00547880183399753,0.0255175328203031,0,0.00442616774704097,0.464696901781852,0,0.0134628740191554,0.0235203592300285,0,0,0.00311595424183896,0.97,-0.0455290699621816,1.11170062983354
"TCGA-ER-A19W-06A-41R-A239-07",0.0145671677775653,0,0.00788195434822356,0.284794604589883,0,0.0790852148058647,0.0571625824446683,0.04193749184429,0.0421702584279641,0,0.0950866414512787,0,0.0979782766795658,0.0615546114845622,0.0892752266750385,0.0792602877248232,0.0243826353868988,0,0.0248630463593742,0,0,0,0.03,0.242305018020678,0.995807516989841
"TCGA-EE-A29Q-06A-11R-A18T-07",0.092545028303529,0,0.0166679664160799,0,0,0.100863060864364,0,0,0.106877356697799,0,0,0.0345688340144565,0.147254238836776,0.379341837689473,0,0.0957968908469605,0,0.0111704543624686,0.0149143319680929,0,0,0,0.28,0.0503557753226334,1.09274722359153
"TCGA-D3-A8GJ-06A-11R-A37K-07",0.00992704454275882,0,0.0679071267243629,0.275693415409293,0,0.00170526041844078,0.195983184649155,0.0141003692489366,0.0330447618553575,0,0.0620185129488277,0.00697786576282032,0.00856560027664626,0.176561288000875,0.0514635008224376,0.0365054349342394,0,0,0.0595466344058491,0,0,0,0.09,0.147259012154909,1.03111708928446
"TCGA-FS-A1Z3-06A-11R-A18T-07",0,0.0364261534587787,0,0,0,0.342624529083356,0.058794298604126,0,0.0379507157929527,0,0.0913670131938807,0,0.0444247163599118,0.0522278610577665,0.0412669609825342,0.294917751466694,0,0,0,0,0,0,0.99,-0.0555076556947442,1.1139569370677
"TCGA-EE-A181-06A-11R-A18S-07",0.0592173287477755,0,0.146791215821365,0.17020530658472,0,0.105698249472919,0.00911651041849887,0.033156013995159,0.0744837991157349,0,0.078961358455082,0,0.0309324224304628,0.127301026397178,0.0650251736628061,0.0904341482538279,0,0,0,0.00867744664447189,0,0,0,0.378714934625585,0.927430209808696
"TCGA-ER-A19F-06A-11R-A18S-07",0.0507538344902742,0,0.0339775998811039,0.101298667331159,0,0.14508763946694,0,0.0383359097760614,0.0597141198162821,0,0.0482264831343145,0,0.0333797084967997,0.175748840960322,0.0582133504541206,0.254751565558719,0,0,0.000512280633902978,0,0,0,0.5,0.0227408274371685,1.08281180100455
"TCGA-D3-A51N-06A-11R-A266-07",0.00385264359079408,0.0384570186540431,0.107013577372796,0.0725003800308604,0,0.0481658216844904,0.00745340647395451,0.029833473533437,0.0307312841206893,0,0.0269995424957798,0,0.0227055635848075,0.269410880956017,0.116591030475048,0.194815440308574,0,0,0,0.0314699367187085,0,0,0.03,0.241311397258205,0.997151531367056
"TCGA-FS-A4F9-06A-11R-A24X-07",0.0776953823312681,0,0.0344841711835244,0,0,0.187857066818136,0,0.100326391654396,0,0,0.123887676701325,0.00993626414844763,0,0.117233352156654,0.0292717943089646,0.185917164957958,0.015107800418619,0,0.0733645160024091,0,0.0332073770481949,0.0117110422701036,0.74,-0.0101502050579181,1.07987911602211
"TCGA-D3-A2JN-06A-11R-A18S-07",0,0.16575014652492,0.166264668079002,0.0637723383839761,0,0.0342418056212116,0,0.0395776594092293,0.0387542710345094,0,0,0.102181357696384,0,0.11028383675069,0.0966180162136852,0,0.0318110321836642,0,0.130427604742348,0,0.0203172633603809,0,0,0.460724532460353,0.886440295105284
